pincode,area,lat,lng,district,state,type
385135,Kapasia,24.256,72.7055,Banaskantha,Gujarat,unknown
385210,Majadar,24.0484,72.403,Banaskantha,Gujarat,unknown
385310,Ramsan,24.4246,72.0459,Banaskantha,Gujarat,unknown
385320,Garambadi,24.0716,71.5974,Banaskantha,Gujarat,unknown
385330,Ravel,24.1639,71.7169,Banaskantha,Gujarat,unknown
385340,Chalvada,23.6593,71.973,Patan,Gujarat,unknown
385350,Garambadi,23.7645,71.1681,Patan,Gujarat,unknown
385360,Korda,23.8797,71.3788,Patan,Gujarat,unknown
385410,Gola,24.1409,72.5288,Banaskantha,Gujarat,unknown
385421,Dhota,24.0842,72.5349,Banaskantha,Gujarat,unknown
385505,Dantiwada Colony,24.4073,72.3629,Banaskantha,Gujarat,unknown
385506,Sardar Krishinagar,24.4073,72.3629,Banaskantha,Gujarat,unknown
385510,Bhakharmoti,24.2285,72.3186,Banaskantha,Gujarat,unknown
385515,Patosan,24.1013,72.3046,Banaskantha,Gujarat,unknown
385520,Takarwada,24.0665,72.3574,Banaskantha,Gujarat,unknown
385530,Bhildi,24.1856,72.0071,Banaskantha,Gujarat,unknown
385535,Kotda,24.0719,71.938,Banaskantha,Gujarat,unknown
385540,Vasna,24.284,72.0332,Banaskantha,Gujarat,unknown
385545,Mandal,24.284,72.0332,Banaskantha,Gujarat,unknown
385550,Khoda,24.1125,71.9337,Banaskantha,Gujarat,unknown
385555,Changa,24.0708,72.3628,Banaskantha,Gujarat,unknown
385560,Tatiyana,23.8875,71.7698,Banaskantha,Gujarat,unknown
385565,Vadgamda,24.284,72.0332,Banaskantha,Gujarat,unknown
385566,Bhakhari,24.4895,71.9408,Banaskantha,Gujarat,unknown
385570,Chala,24.1521,71.3864,Banaskantha,Gujarat,unknown
385575,Asara,24.336,71.3902,Banaskantha,Gujarat,unknown
387001,Dumral Bazar,23.0401,73.0053,Kheda,Gujarat,unknown
387002,Bilodara,23.0401,73.0053,Kheda,Gujarat,unknown
387003,Petlad Road,23.0401,73.0053,Kheda,Gujarat,unknown
387110,Modaj,22.8377,72.9546,Kheda,Gujarat,unknown
387115,Chalali,22.8377,72.9546,Kheda,Gujarat,unknown
387120,Sankhej,22.8615,72.7046,Kheda,Gujarat,unknown
387130,Devki Vansol,22.8377,72.9546,Kheda,Gujarat,unknown
387210,Dabhou,22.4572,72.7924,Anand,Gujarat,unknown
387220,Petli,22.4572,72.7924,Anand,Gujarat,unknown
387230,Pij,22.8377,72.9546,Kheda,Gujarat,unknown
387240,Devataj,22.4572,72.7924,Anand,Gujarat,unknown
387305,Kaparupur,22.8103,73.0468,Kheda,Gujarat,unknown
387310,Lambhvel,22.6112,72.9328,Anand,Gujarat,unknown
387315,Chaklashi,22.6112,72.9328,Kheda,Gujarat,unknown
387320,Silod,22.8377,72.9546,Kheda,Gujarat,unknown
387325,Kanjari,22.6124,72.9211,Kheda,Gujarat,unknown
387330,Palaiya,23.1288,73.0351,Kheda,Gujarat,unknown
387335,Mahudha,22.8208,72.9403,Kheda,Gujarat,unknown
387340,Vasna,22.8377,72.9546,Kheda,Gujarat,unknown
387345,Bamroli,22.4572,72.7924,Anand,Gujarat,unknown
387350,Sandhana,22.9658,73.0444,Kheda,Gujarat,unknown
387355,Piplag,22.9658,73.0444,Kheda,Gujarat,unknown
387360,Salun,22.9857,73.0017,Kheda,Gujarat,unknown
387365,Torna,22.9672,72.9893,Kheda,Gujarat,unknown
387370,Uttarsanda,22.8377,72.9546,Kheda,Gujarat,unknown
387375,Vadtal,22.8377,72.9546,Kheda,Gujarat,unknown
387380,Bhadkad,22.8377,72.9546,Kheda,Gujarat,unknown
387411,Kheda H.O,23.0401,73.0053,Kheda,Gujarat,unknown
387430,Vanthavali,23.0401,73.0053,Kheda,Gujarat,unknown
387510,Undhela,22.8377,72.9546,Kheda,Gujarat,unknown
387520,Limbasi,22.8377,72.9546,Kheda,Gujarat,unknown
387530,Sayla,22.8377,72.9546,Kheda,Gujarat,unknown
387540,Navagam,22.7979,72.5787,Kheda,Gujarat,unknown
387550,Nayka,22.8377,72.9546,Kheda,Gujarat,unknown
387560,Varsang,22.8377,72.9546,Kheda,Gujarat,unknown
387570,Antroli,23.0041,73.0141,Kheda,Gujarat,unknown
387610,Ajmavatkot,22.8377,72.9546,Kheda,Gujarat,unknown
387620,Savli,22.8377,72.9546,Kheda,Gujarat,unknown
387630,Kathlal,22.8982,72.9928,Kheda,Gujarat,unknown
387635,Chhipdi,22.9641,72.92,Kheda,Gujarat,unknown
387640,Porda Fagvel,22.9166,73.1325,Kheda,Gujarat,unknown
387650,Vyas Vasna,23.1198,73.0638,Kheda,Gujarat,unknown
387710,Ramol,22.6329,72.7914,Anand,Gujarat,unknown
388001,Veternary College  (Anand),22.4572,72.7924,Anand,Gujarat,unknown
388110,Hadgood,22.4572,72.7924,Anand,Gujarat,unknown
388120,Vallabh  Vidyanagar,22.5333,72.9,Anand,Gujarat,unknown
388121,Vithal Udyognagar,22.5333,72.9,Anand,Gujarat,unknown
388130,Sinhol,22.4572,72.7924,Anand,Gujarat,unknown
388140,Rudel,22.4572,72.7924,Anand,Gujarat,unknown
388150,Jalla,22.4572,72.7924,Anand,Gujarat,unknown
388160,Khadana,22.4572,72.7924,Anand,Gujarat,unknown
388170,Mobha,22.4572,72.7924,Anand,Gujarat,unknown
388180,Indranaj,22.4572,72.7924,Anand,Gujarat,unknown
388205,Kasor,22.5503,72.7736,Anand,Gujarat,unknown
388210,Ahima,22.4572,72.7924,Anand,Gujarat,unknown
388215,Thamna (Anand),22.4572,72.7924,Anand,Gujarat,unknown
388220,Umreth,22.6988,73.1156,Anand,Gujarat,unknown
388225,Saiyat,22.9465,73.2224,Kheda,Gujarat,unknown
388230,Chitlav,22.8377,72.9546,Kheda,Gujarat,unknown
388235,Menpura,22.4572,72.7924,Anand,Gujarat,unknown
388239,Wanakbori .T.P.S.,22.8377,72.9546,Kheda,Gujarat,unknown
388245,Malvan,22.8377,72.9546,Kheda,Gujarat,unknown
388250,Sandheli,22.8726,73.2098,Kheda,Gujarat,unknown
388255,Vadasinor,22.8377,72.9546,Kheda,Gujarat,unknown
388260,Bhatpur,22.8377,72.9546,Kheda,Gujarat,unknown
388265,Jetholi,22.8377,72.9546,Kheda,Gujarat,unknown
388270,Chori,22.7204,73.6293,Panch Mahals,Gujarat,unknown
388305,Sundan,22.4396,72.4622,Anand,Gujarat,unknown
388306,Vasad,22.4576,73.0618,Anand,Gujarat,unknown
388307,Bhetasi,22.4572,72.7924,Anand,Gujarat,unknown
388310,Ajarpura,22.5635,72.9091,Anand,Gujarat,unknown
388315,Jol,22.5635,72.9091,Anand,Gujarat,unknown
388320,Chikhodra,22.4572,72.7924,Anand,Gujarat,unknown
388325,Valasan,22.5514,72.8829,Anand,Gujarat,unknown
388330,Khambholej,22.4572,72.7924,Anand,Gujarat,unknown
388335,Kunjrav,22.4572,72.7924,Anand,Gujarat,unknown
388340,Mogar,21.7093,73.3353,Anand,Gujarat,unknown
388345,Gana,22.4572,72.7924,Anand,Gujarat,unknown
388350,Napad,22.4809,72.9776,Anand,Gujarat,unknown
388355,Navli,22.4809,72.9776,Anand,Gujarat,unknown
388360,Ajupura,22.4572,72.7924,Anand,Gujarat,unknown
388365,Kherda,22.4572,72.7924,Anand,Gujarat,unknown
388370,Gopalpura,22.4572,72.7924,Anand,Gujarat,unknown
388410,Bandhani,22.8406,72.9044,Kheda,Gujarat,unknown
388421,Charusat (Extension Counter),22.8377,72.9546,Kheda,Gujarat,unknown
388430,Bhurakui,22.4572,72.7924,Anand,Gujarat,unknown
388440,Ghunteli,22.4572,72.7924,Anand,Gujarat,unknown
388450,Petlad RS,22.4572,72.7924,Anand,Gujarat,unknown
388460,Kasor,22.5503,72.7736,Anand,Gujarat,unknown
388465,Palaj,22.5117,72.7812,Anand,Gujarat,unknown
388470,Sunav,22.5289,72.7989,Anand,Gujarat,unknown
388480,Simarda,22.4572,72.7924,Anand,Gujarat,unknown
388510,Kosindra,22.3727,72.9761,Anand,Gujarat,unknown
388520,Gambhira,22.6045,72.992,Anand,Gujarat,unknown
388530,Valvod,22.3176,72.9103,Anand,Gujarat,unknown
388540,Borsad,22.4079,72.8982,Anand,Gujarat,unknown
388543,Alarsa,22.3815,72.9566,Anand,Gujarat,unknown
388545,Kavitha,22.4572,72.7924,Anand,Gujarat,unknown
388550,Kathana RS,22.6045,72.992,Anand,Gujarat,unknown
388560,Dedarda,22.4572,72.7924,Anand,Gujarat,unknown
388570,Ras,22.3607,72.8187,Anand,Gujarat,unknown
388580,Virsad,22.3882,72.777,Anand,Gujarat,unknown
388590,Jharola,22.4572,72.7924,Anand,Gujarat,unknown
388610,Khadodhi,22.2378,72.7591,Anand,Gujarat,unknown
388620,Nagra,22.3588,72.6275,Anand,Gujarat,unknown
388625,Vadgam,22.4572,72.7924,Anand,Gujarat,unknown
388630,Kansari,22.4572,72.7924,Anand,Gujarat,unknown
388640,Ralej,22.4572,72.7924,Anand,Gujarat,unknown
388710,Timba Road,22.8167,73.3833,Panch Mahals,Gujarat,unknown
388713,Dhanol,22.8328,73.485,Panch Mahals,Gujarat,unknown
389001,Godhra H.O,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389002,Motal,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389110,Saraswa,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389115,Agarwada,22.9777,73.8716,Panch Mahals,Gujarat,unknown
389120,Vadelav,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389130,Piplod (Dahod),23.0954,73.7069,Dahod,Gujarat,unknown
389140,Pania,23.0544,74.2298,Dahod,Gujarat,unknown
389146,Singapur,22.7295,74.0831,Dahod,Gujarat,unknown
389151,Dahod H.O,22.7617,74.3041,Dahod,Gujarat,unknown
389152,Abhlod,22.7468,74.2372,Dahod,Gujarat,unknown
389154,Agavada,22.7998,74.3584,Dahod,Gujarat,unknown
389155,Patia,22.6867,74.2397,Dahod,Gujarat,unknown
389160,Muvalia,23.0014,74.1062,Dahod,Gujarat,unknown
389170,Kharsana,23.1333,74.2127,Dahod,Gujarat,unknown
389172,Pratapgadh Khedapa,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389175,Agara,23.1071,73.647,Dahod,Gujarat,unknown
389180,Bhadkhadabar,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389190,Nani Bhugedi,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389210,Bhadrala,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389220,Ladvel,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389230,Hardaspur,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389232,Borvai,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389235,Nanavadadala,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389240,Bachkaria,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389250,Diwda Colony,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389260,Gada,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389265,Kelamul,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389310,Alwa,22.6283,73.5039,Panch Mahals,Gujarat,unknown
389320,Derol R S,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389330,Kalol (Panch Mahals),22.6078,73.4627,Panch Mahals,Gujarat,unknown
389340,Vejalpur,22.6902,73.563,Panch Mahals,Gujarat,unknown
389341,Chalali,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389350,Arad,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389360,Pavagadh,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389365,Samalkuva,22.7204,73.6293,Panch Mahals,Gujarat,unknown
389370,Shivrajpur,22.4232,73.6086,Panch Mahals,Gujarat,unknown
389380,Godli,22.5998,73.801,Panch Mahals,Gujarat,unknown
389382,Sajoi,22.696,74.0946,Dahod,Gujarat,unknown
389390,Jambughoda,22.3691,73.7304,Panch Mahals,Gujarat,unknown
390001,Vadodara H.O,22.3218,73.1663,Vadodara,Gujarat,unknown
390002,Fateganj H.O,22.3218,73.1663,Vadodara,Gujarat,unknown
390003,Gorwa,22.3311,73.1555,Vadodara,Gujarat,unknown
390004,Pratapnagar (Vadodara),22.3218,73.1663,Vadodara,Gujarat,unknown
390006,Fatepura (Vadodara),22.3218,73.1663,Vadodara,Gujarat,unknown
390007,Geb,22.3125,73.1771,Vadodara,Gujarat,unknown
390008,Eme,22.3218,73.1663,Vadodara,Gujarat,unknown
390009,Tarsali,22.3218,73.1663,Vadodara,Gujarat,unknown
390010,Vadsar,22.2454,73.2327,Vadodara,Gujarat,unknown
390011,Manjalpur,22.2454,73.2327,Vadodara,Gujarat,unknown
390012,Atladara,22.2454,73.2327,Vadodara,Gujarat,unknown
390013,Maneja,22.2454,73.2327,Vadodara,Gujarat,unknown
390014,Jambua,22.2454,73.2327,Vadodara,Gujarat,unknown
390016,Industrial Estate (Vadodara),22.2454,73.2327,Vadodara,Gujarat,unknown
390017,Wadi S.N. Road,22.2454,73.2327,Vadodara,Gujarat,unknown
390018,Karelibaug,22.2454,73.2327,Vadodara,Gujarat,unknown
390019,Ajwa Road,22.2454,73.2327,Vadodara,Gujarat,unknown
390020,Akota,22.4024,73.0806,Vadodara,Gujarat,unknown
390021,T B Sanatorium,22.4024,73.0806,Vadodara,Gujarat,unknown
390022,Harni,22.4024,73.0806,Vadodara,Gujarat,unknown
390023,Subhanpura,22.4024,73.0806,Vadodara,Gujarat,unknown
390024,Chhani Rd,22.4024,73.0806,Vadodara,Gujarat,unknown
390025,Soma Talav,22.4024,73.0806,Vadodara,Gujarat,unknown
391101,Sevasi,22.315,73.1438,Vadodara,Gujarat,unknown
391105,Nanderia,22.2454,73.2327,Vadodara,Gujarat,unknown
391107,Dholar,22.2454,73.2327,Vadodara,Gujarat,unknown
391110,Karalipura,22.2454,73.2327,Vadodara,Gujarat,unknown
391115,Ambali,22.2454,73.2327,Vadodara,Gujarat,unknown
391120,Vagheli,21.7352,73.6483,Narmada,Gujarat,unknown
391121,Agar,22.2454,73.2327,Vadodara,Gujarat,unknown
391125,Morakhala,22.0327,73.455,Vadodara,Gujarat,unknown
391130,Timba,22.2454,73.2327,Vadodara,Gujarat,unknown
391135,Chhatrali,22.2454,73.2327,Vadodara,Gujarat,unknown
391140,Sargi,22.2454,73.2327,Vadodara,Gujarat,unknown
391145,Sankheda,22.2454,73.2327,Vadodara,Gujarat,unknown
391150,Raipur,22.2454,73.2327,Vadodara,Gujarat,unknown
391152,Vaguma,22.4083,73.2983,Vadodara,Gujarat,unknown
391155,Sukal,21.9669,73.4227,Vadodara,Gujarat,unknown
391156,Tejgadh,22.2454,73.2327,Vadodara,Gujarat,unknown
391160,Ratanpur,22.2454,73.2327,Vadodara,Gujarat,unknown
391165,Chhota-udepur,22.2454,73.2327,Vadodara,Gujarat,unknown
391168,Panvad,22.2454,73.2327,Vadodara,Gujarat,unknown
391170,Kawant,22.2454,73.2327,Vadodara,Gujarat,unknown
391175,Ambadungar,22.2454,73.2327,Vadodara,Gujarat,unknown
391210,Dhavat,22.2454,73.2327,Vadodara,Gujarat,unknown
391220,Kayavahron,22.3762,73.1794,Vadodara,Gujarat,unknown
391240,Kanbha,22.5319,73.2462,Vadodara,Gujarat,unknown
391243,Itola R.S.,22.2454,73.2327,Vadodara,Gujarat,unknown
391244,Chhanchava,21.9872,73.1678,Vadodara,Gujarat,unknown
391250,Chhanbhoi,22.2454,73.2327,Vadodara,Gujarat,unknown
391310,Karchiya,22.2454,73.2327,Vadodara,Gujarat,unknown
391320,Jawahar Nagar (Vadodara),22.2454,73.2327,Vadodara,Gujarat,unknown
391330,Koyali,22.3582,73.114,Vadodara,Gujarat,unknown
391340,Raika,22.2454,73.2327,Vadodara,Gujarat,unknown
391345,Petrochemical  T Ship,22.2454,73.2327,Vadodara,Gujarat,unknown
391346,Dhanora,22.2454,73.2327,Vadodara,Gujarat,unknown
391350,Padmala,22.2454,73.2327,Vadodara,Gujarat,unknown
391410,Chapad,22.2454,73.2327,Vadodara,Gujarat,unknown
391421,Sampla,22.2454,73.2327,Vadodara,Gujarat,unknown
391430,Mobha Road,22.2454,73.2327,Vadodara,Gujarat,unknown
391440,Padra,22.2398,73.0845,Vadodara,Gujarat,unknown
391445,Vadadla,22.2454,73.2327,Vadodara,Gujarat,unknown
391450,Majatan,22.2454,73.2327,Vadodara,Gujarat,unknown
391510,Bhaniara,22.2454,73.2327,Vadodara,Gujarat,unknown
391520,Motipura,22.2454,73.2327,Vadodara,Gujarat,unknown
391530,Latwa,22.2454,73.2327,Vadodara,Gujarat,unknown
391740,Sisva,22.2454,73.2327,Vadodara,Gujarat,unknown
391745,Sokhda,22.4229,73.1675,Vadodara,Gujarat,unknown
391750,Fartilizer Nagar,22.7517,73.2951,Vadodara,Gujarat,unknown
391760,Alva,22.7334,73.3473,Vadodara,Gujarat,unknown
391761,Goraj,22.3344,73.4828,Vadodara,Gujarat,unknown
391770,Savli,22.5619,73.2232,Vadodara,Gujarat,unknown
391774,Varsada,22.2454,73.2327,Vadodara,Gujarat,unknown
391775,Tundav,22.2454,73.2327,Vadodara,Gujarat,unknown
391776,Manjusar GIDC,22.2454,73.2327,Vadodara,Gujarat,unknown
391780,Bhadarwa,22.5162,73.1266,Vadodara,Gujarat,unknown
391810,Pipludra,21.7352,73.6483,Narmada,Gujarat,unknown
392001,Hajikhana Bazar,21.7793,72.9224,Bharuch,Gujarat,unknown
392011,Zadeshwar,21.7793,72.9224,Bharuch,Gujarat,unknown
392012,Bhersam,22.0999,72.8836,Vadodara,Gujarat,unknown
392015,Sherpura,22.2454,73.2327,Vadodara,Gujarat,unknown
392020,Vahalu,21.7793,72.9224,Bharuch,Gujarat,unknown
392025,Padaria,21.7352,73.6483,Narmada,Gujarat,unknown
392030,Angareshwar,22.2454,73.2327,Vadodara,Gujarat,unknown
392035,Kobla,21.7667,73.1167,Bharuch,Gujarat,unknown
392040,Nada,21.7352,73.6483,Narmada,Gujarat,unknown
392110,Pursa,22.2454,73.2327,Vadodara,Gujarat,unknown
392130,Manad,22.5135,73.113,Vadodara,Gujarat,unknown
392135,Jolva,21.7793,72.9224,Bharuch,Gujarat,unknown
392140,Kothia,22.2454,73.2327,Vadodara,Gujarat,unknown
392150,Dabha,22.2454,73.2327,Vadodara,Gujarat,unknown
392155,Malpur,22.0454,72.5623,Bharuch,Gujarat,unknown
392160,Manubar,22.2454,73.2327,Vadodara,Gujarat,unknown
392165,Kadodara,21.7793,72.9224,Bharuch,Gujarat,unknown
392170,Kangam,21.7352,73.6483,Narmada,Gujarat,unknown
392180,Samoj,22.2454,73.2327,Vadodara,Gujarat,unknown
392210,Segva,22.2454,73.2327,Vadodara,Gujarat,unknown
392215,Urja Nagar,21.7793,72.9224,Bharuch,Gujarat,unknown
392220,Pachhiapura,22.2454,73.2327,Vadodara,Gujarat,unknown
392230,Karena,21.7793,72.9224,Bharuch,Gujarat,unknown
392240,Kahan,21.8815,73.01,Bharuch,Gujarat,unknown
392310,Kiya,22.2454,73.2327,Vadodara,Gujarat,unknown
393001,Vataria,21.7352,73.6483,Narmada,Gujarat,unknown
393002,Bhadkodra,22.2454,73.2327,Vadodara,Gujarat,unknown
393010,Samor,22.2454,73.2327,Vadodara,Gujarat,unknown
393017,Avidha,21.7667,73.1833,Bharuch,Gujarat,unknown
393020,Nangal,21.7352,73.6483,Narmada,Gujarat,unknown
393025,Langdi,21.7352,73.6483,Narmada,Gujarat,unknown
393030,Katpor,21.7793,72.9224,Bharuch,Gujarat,unknown
393040,Besna,21.7352,73.6483,Narmada,Gujarat,unknown
393041,Chikda,22.2454,73.2327,Vadodara,Gujarat,unknown
393050,Mahupada,21.675,73.8538,Narmada,Gujarat,unknown
393105,Koral,21.8315,73.2106,Vadodara,Gujarat,unknown
393110,Motamalpur,21.7352,73.6483,Narmada,Gujarat,unknown
393115,Umadhra,21.7352,73.6483,Narmada,Gujarat,unknown
393120,Indore,21.7352,73.6483,Narmada,Gujarat,unknown
393125,Rajpara,21.7352,73.6483,Narmada,Gujarat,unknown
393130,Arethi,22.2454,73.2327,Vadodara,Gujarat,unknown
393135,Pather,21.7352,73.6483,Narmada,Gujarat,unknown
393140,Kandroj,21.7352,73.6483,Narmada,Gujarat,unknown
393145,Thali,21.7352,73.6483,Narmada,Gujarat,unknown
393150,Shehrav,21.7352,73.6483,Narmada,Gujarat,unknown
393151,Garudeshwar,21.8909,73.6523,Narmada,Gujarat,unknown
393155,Bhilvashi,21.7352,73.6483,Narmada,Gujarat,unknown
394101,Mota Varachha,21.2461,72.8561,Surat,Gujarat,unknown
394105,Utran Power House,21.2333,72.8667,Surat,Gujarat,unknown
394107,Kosad,21.2542,72.8628,Surat,Gujarat,unknown
394110,Limodra,21.3554,73.0065,Surat,Gujarat,unknown
394111,Kim Char Rasta,21.2623,73.0694,Surat,Gujarat,unknown
394115,Panoli,21.5312,72.9644,Bharuch,Gujarat,unknown
394116,Panoli I.E.,21.7793,72.9224,Bharuch,Gujarat,unknown
394120,Kharach,21.7793,72.9224,Bharuch,Gujarat,unknown
394125,Mahuvej,21.4956,72.9742,Surat,Gujarat,unknown
394130,Segva,20.8937,73.2555,Surat,Gujarat,unknown
394140,Bodhan (Surat),21.2623,73.0694,Surat,Gujarat,unknown
394150,Abrama,21.2623,73.0694,Surat,Gujarat,unknown
394155,Karjan,21.2623,73.0694,Surat,Gujarat,unknown
394160,Salaiya,21.297,73.3162,Surat,Gujarat,unknown
394163,Gamtalv Bujrang,21.2623,73.0694,Surat,Gujarat,unknown
394170,Areth,21.3053,73.1644,Surat,Gujarat,unknown
394180,Kholeshwar,21.2623,73.0694,Surat,Gujarat,unknown
394185,Navagam,21.2623,73.0694,Surat,Gujarat,unknown
394190,Kholvad,21.2623,73.0694,Surat,Gujarat,unknown
394210,Un,21.2623,73.0694,Surat,Gujarat,unknown
394221,Pandesara,21.4053,73.2118,Surat,Gujarat,unknown
394230,Lingad,21.4053,73.2118,Surat,Gujarat,unknown
394235,Kafleta,21.4053,73.2118,Surat,Gujarat,unknown
394240,Dungri,21.2623,73.0694,Surat,Gujarat,unknown
394245,Kharvan,20.9346,73.2207,Surat,Gujarat,unknown
394246,Sugar Factory Bamania,20.9346,73.2207,Surat,Gujarat,unknown
394248,Butwada,20.8937,73.2555,Surat,Gujarat,unknown
394250,Amchak,21.2623,73.0694,Surat,Gujarat,unknown
394270,Hajira,21.4053,73.2118,Surat,Gujarat,unknown
394305,Bagumara,21.1542,72.9614,Surat,Gujarat,unknown
394310,Dastan,21.1553,73.0273,Surat,Gujarat,unknown
394315,Samrod,21.0827,72.9862,Surat,Gujarat,unknown
394317,Vadadla Tanti,21.119,73.0068,Surat,Gujarat,unknown
394320,Vihan,21.2623,73.0694,Surat,Gujarat,unknown
394325,Morthana,21.2623,73.0694,Surat,Gujarat,unknown
394326,Jokha,21.2365,73.0226,Surat,Gujarat,unknown
394327,Kadodara,21.1616,72.9623,Surat,Gujarat,unknown
394330,Digas,21.2623,73.0694,Surat,Gujarat,unknown
394335,Bamni,21.2623,73.0694,Surat,Gujarat,unknown
394340,Uva,21.2623,73.0694,Surat,Gujarat,unknown
394345,Mota,21.1727,73.0681,Surat,Gujarat,unknown
394350,Goji,21.0529,73.0844,Surat,Gujarat,unknown
394352,Lakhanpur,21.2623,73.0694,Surat,Gujarat,unknown
394355,Akoti,20.7171,73.0524,Surat,Gujarat,unknown
394360,Panchpipla,21.2623,73.0694,Surat,Gujarat,unknown
394365,Taparwada,21.2623,73.0694,Surat,Gujarat,unknown
394370,Sayla,21.2623,73.0694,Surat,Gujarat,unknown
394375,Narayanpur,21.2623,73.0694,Surat,Gujarat,unknown
394380,Chokhiamli,21.2623,73.0694,Surat,Gujarat,unknown
394405,Velachha,21.4333,73.0167,Surat,Gujarat,unknown
394410,Ankodod,21.4833,73.1167,Surat,Gujarat,unknown
394421,Mosali,21.2623,73.0694,Surat,Gujarat,unknown
394430,Verakui,21.2623,73.0694,Surat,Gujarat,unknown
394440,Nasarpur,21.2623,73.0694,Surat,Gujarat,unknown
394445,Bilvan,21.2623,73.0694,Surat,Gujarat,unknown
394510,Pal Bhatha,21.186,72.7641,Surat,Gujarat,unknown
394515,Kribhconagar,21.1842,72.6893,Surat,Gujarat,unknown
394516,Adityanagar,21.1842,72.6893,Surat,Gujarat,unknown
394517,Bhatlai,21.1833,72.6519,Surat,Gujarat,unknown
394518,Ongc Nagar,21.1842,72.6893,Surat,Gujarat,unknown
394520,Kosam,21.2623,73.0694,Surat,Gujarat,unknown
394530,Mor,21.2623,73.0694,Surat,Gujarat,unknown
394540,Kudiana,21.3644,72.715,Surat,Gujarat,unknown
394541,Saras,21.3644,72.715,Surat,Gujarat,unknown
394550,Dumas,21.1011,72.704,Surat,Gujarat,unknown
394601,Sugar Factory Bardoli,21.2623,73.0694,Surat,Gujarat,unknown
394620,Delvada,21.2623,73.0694,Surat,Gujarat,unknown
394630,Umarkutch,21.2623,73.0694,Surat,Gujarat,unknown
394633,Palawadi,21.2623,73.0694,Surat,Gujarat,unknown
394635,Pathakvadi,21.2623,73.0694,Surat,Gujarat,unknown
394640,Ranveri,21.2623,73.0694,Surat,Gujarat,unknown
394641,Gandhi Vidyapith,21.2623,73.0694,Surat,Gujarat,unknown
394650,Virpur,21.2623,73.0694,Surat,Gujarat,unknown
394651,Vanzarda,21.2623,73.0694,Surat,Gujarat,unknown
394652,Dhamodi,21.1903,73.6341,Tapi,Gujarat,unknown
394655,Mirpur,21.2623,73.0694,Surat,Gujarat,unknown
394660,Centrap Pulp Mill,21.2623,73.0694,Surat,Gujarat,unknown
394670,Pipalkuva,21.2623,73.0694,Surat,Gujarat,unknown
394680,Bhatwada,21.2623,73.0694,Surat,Gujarat,unknown
394690,Lotarva,21.2623,73.0694,Surat,Gujarat,unknown
394710,Galkund,20.6938,73.7738,The Dangs,Gujarat,unknown
394715,Mahwshkatri,20.7978,73.5855,The Dangs,Gujarat,unknown
394716,Mahal,20.7979,73.699,The Dangs,Gujarat,unknown
394720,Saputara,20.5784,73.7507,The Dangs,Gujarat,unknown
394730,Jhavda,20.7322,73.5884,The Dangs,Gujarat,unknown
394810,Balota,21.7352,73.6483,Narmada,Gujarat,unknown
395001,Nanpura H.O,21.2623,73.0694,Surat,Gujarat,unknown
395002,Sagrampura Putli,21.2623,73.0694,Surat,Gujarat,unknown
395003,Surat RS,21.2623,73.0694,Surat,Gujarat,unknown
395004,Katargam,21.2623,73.0694,Surat,Gujarat,unknown
395005,Segva Chhama,21.2623,73.0694,Surat,Gujarat,unknown
395006,Varachha Road,21.2623,73.0694,Surat,Gujarat,unknown
395007,Magdalla,21.1,72.75,Surat,Gujarat,unknown
395008,A. K. Road,21.2623,73.0694,Surat,Gujarat,unknown
395009,Ramnagar (Surat),21.2623,73.0694,Surat,Gujarat,unknown
395010,Bombay Market,21.2623,73.0694,Surat,Gujarat,unknown
395011,Puna Kumbharia,21.2623,73.0694,Surat,Gujarat,unknown
395012,Godadara,21.2623,73.0694,Surat,Gujarat,unknown
395013,Laskana,21.2623,73.0694,Surat,Gujarat,unknown
395017,Althan,21.2623,73.0694,Surat,Gujarat,unknown
395023,Bhestan,21.2623,73.0694,Surat,Gujarat,unknown
396001,Khajurdi,20.5967,72.8987,Valsad,Gujarat,unknown
396002,Valsad Abrama,20.5971,72.9427,Valsad,Gujarat,unknown
396007,Kakadmati,20.5969,72.9207,Valsad,Gujarat,unknown
396020,Bhagod,20.4179,73.1217,Valsad,Gujarat,unknown
396030,Bhadeli Jagalala,20.4179,73.1217,Valsad,Gujarat,unknown
