pincode,area,lat,lng,district,state,type
814110,Teliachak,24.5443,87.1064,Dumka,Jharkhand,unknown
814111,Salpatra,24.5695,87.5823,Pakur,Jharkhand,unknown
814112,B. MANDIR,24.328,86.7411,Deoghar,Jharkhand,unknown
814113,Bichgarha Kusumdih,24.1529,86.9182,Deoghar,Jharkhand,unknown
814114,Deosang B.T,24.2348,86.976,Deoghar,Jharkhand,unknown
814115,Hindipith,24.328,86.7411,Deoghar,Jharkhand,unknown
814116,Satsang,24.328,86.7411,Deoghar,Jharkhand,unknown
814118,Baratanr,24.1404,86.937,Dumka,Jharkhand,unknown
814119,Gandrakhpur,24.3197,87.2666,Dumka,Jharkhand,unknown
814120,Bargo,24.328,86.7411,Deoghar,Jharkhand,unknown
814122,Jhaunsa-Garti,24.328,86.7411,Deoghar,Jharkhand,unknown
814131,Kumartar,24.8537,86.8409,Banka,Bihar,unknown
814133,Lohbandha,24.8596,87.3121,Godda,Jharkhand,unknown
814141,Raikinari,24.3197,87.2666,Dumka,Jharkhand,unknown
814142,Kenmankathi,24.328,86.7411,Deoghar,Jharkhand,unknown
814143,Tapoban,24.328,86.7411,Deoghar,Jharkhand,unknown
814144,Sadipur,24.3197,87.2666,Dumka,Jharkhand,unknown
814145,Hasdiha,24.6029,87.0807,Dumka,Jharkhand,unknown
814146,Asna,24.1767,86.9411,Deoghar,Jharkhand,unknown
814147,Pipra,25.1584,87.3828,Godda,Jharkhand,unknown
814148,Amjora,24.3197,87.2666,Dumka,Jharkhand,unknown
814149,Sarath,24.2382,86.8409,Deoghar,Jharkhand,unknown
814150,Lakhoria,24.2778,86.65,Deoghar,Jharkhand,unknown
814151,M. Chikaniya,24.4657,86.8889,Godda,Jharkhand,unknown
814152,Maniyarpur,24.328,86.7411,Deoghar,Jharkhand,unknown
814153,Poraiyahat,24.328,86.7411,Deoghar,Jharkhand,unknown
814154,Hanwara,25.0809,87.2218,Godda,Jharkhand,unknown
814155,Biswaskhani,25.0464,87.174,Godda,Jharkhand,unknown
814156,Paharpur,25.0351,87.405,Godda,Jharkhand,unknown
814157,Dehijore,24.328,86.7411,Deoghar,Jharkhand,unknown
814158,K. Madhuwadih,24.3197,87.2666,Dumka,Jharkhand,unknown
814160,Belbadda,25.1343,87.3217,Godda,Jharkhand,unknown
814165,Gajanda,25.1102,87.3023,Godda,Jharkhand,unknown
814166,Tasaria,24.3197,87.2666,Dumka,Jharkhand,unknown
814167,Nonihatwari,24.3197,87.2666,Dumka,Jharkhand,unknown
815301,Makatpur,24.1929,86.3046,Giridh,Jharkhand,unknown
815302,Serampur Colliery,24.2964,86.1103,Giridh,Jharkhand,unknown
815311,Karharbari,24.1803,86.2631,Giridh,Jharkhand,unknown
815312,Gandey,24.0914,86.1201,Giridh,Jharkhand,unknown
815313,Charki,24.5761,85.83,Giridh,Jharkhand,unknown
815314,Deori,24.5163,86.183,Giridh,Jharkhand,unknown
815315,Dhuraita,24.1803,86.2631,Giridh,Jharkhand,unknown
815316,Pachamba,24.2056,86.2655,Giridh,Jharkhand,unknown
815317,Bhandari,24.5551,86.0222,Giridh,Jharkhand,unknown
815318,Chunglo,24.0792,86.3085,Giridh,Jharkhand,unknown
815351,Harirakha,24.0467,86.9964,Jamtara,Jharkhand,unknown
815352,Mohanpur,24.0334,86.8028,Jamtara,Jharkhand,unknown
815353,Bagjora,24.4442,86.8131,Deoghar,Jharkhand,unknown
815354,Tarrah,23.9769,86.9172,Jamtara,Jharkhand,unknown
815355,Debjore,24.8596,87.3121,Godda,Jharkhand,unknown
815357,Kukraha,24.1729,86.8236,Deoghar,Jharkhand,unknown
815359,Laykapur,23.9769,86.9172,Jamtara,Jharkhand,unknown
816101,Ganeshpur,25.0081,87.6796,Sahibganj,Jharkhand,unknown
816102,Simlongcolliery,24.8596,87.3121,Godda,Jharkhand,unknown
816103,Ganpura,24.5633,87.6641,Pakur,Jharkhand,unknown
816104,Hiranpur,24.7051,87.702,Pakur,Jharkhand,unknown
816105,Kotalpokhar,25.0081,87.6796,Sahibganj,Jharkhand,unknown
816106,Barkiari,24.4912,87.705,Pakur,Jharkhand,unknown
816107,Prithinagar,24.6504,87.7879,Pakur,Jharkhand,unknown
816108,Rajmahal,25.053,87.8305,Sahibganj,Jharkhand,unknown
816109,Banjhi,25.1298,87.6543,Sahibganj,Jharkhand,unknown
816110,Pathna,24.8447,87.7652,Sahibganj,Jharkhand,unknown
816115,Sakrigali Ghat,25.0081,87.6796,Sahibganj,Jharkhand,unknown
816116,Brindaban,25.0153,87.7115,Sahibganj,Jharkhand,unknown
816117,Bannabgram,24.3838,87.6419,Pakur,Jharkhand,unknown
816118,Dhanbasa,24.3197,87.2666,Dumka,Jharkhand,unknown
816120,Motipahari,25.0248,87.5408,Sahibganj,Jharkhand,unknown
816129,Taljhari,25.0804,87.5961,Sahibganj,Jharkhand,unknown
821101,Mahuari,24.9911,83.6067,Kaimur (Bhabua),Bihar,unknown
821102,Khajura,24.9621,83.6866,Kaimur (Bhabua),Bihar,unknown
821103,Chainpur (Kaimur (Bhabua)),25.0345,83.5066,Kaimur (Bhabua),Bihar,unknown
821104,Sabar,24.9911,83.6067,Kaimur (Bhabua),Bihar,unknown
821105,Kuriari,24.9911,83.6067,Kaimur (Bhabua),Bihar,unknown
821106,Shiorampur,24.9911,83.6067,Kaimur (Bhabua),Bihar,unknown
821107,Balthari,25.1932,83.9248,Rohtas,Bihar,unknown
821108,Kudra,25.0463,83.7926,Kaimur (Bhabua),Bihar,unknown
821109,Ruppur,25.1623,83.5665,Kaimur (Bhabua),Bihar,unknown
821110,Darwan,25.1714,83.6263,Kaimur (Bhabua),Bihar,unknown
821111,Torni,24.9794,84.0277,Rohtas,Bihar,unknown
821112,Kuchila,25.2828,83.9592,Rohtas,Bihar,unknown
821113,Mokar,25.0032,84.0305,Rohtas,Bihar,unknown
821115,Sasaram Local Board,25.1261,84.0255,Rohtas,Bihar,unknown
821301,Chanp,25.0237,84.1611,Rohtas,Bihar,unknown
821302,Nawadih Karma,25.0396,84.2467,Rohtas,Bihar,unknown
821303,Banjari,24.9794,84.0277,Rohtas,Bihar,unknown
821304,Majhigawan,24.6778,83.9002,Rohtas,Bihar,unknown
821305,Karwandia,24.9465,84.0943,Rohtas,Bihar,unknown
821306,Sohagi,24.9794,84.0277,Rohtas,Bihar,unknown
821307,Dehri-on-sone,25.0396,84.2467,Rohtas,Bihar,unknown
821308,Shankarpuri,25.0921,84.3504,Rohtas,Bihar,unknown
821309,Parsar,25.1331,84.3609,Rohtas,Bihar,unknown
821310,Thakurai Parasia,25.1351,84.367,Rohtas,Bihar,unknown
821311,Baknaura,24.6298,83.92,Rohtas,Bihar,unknown
821312,Bhadokhra,24.912,84.0759,Rohtas,Bihar,unknown
822101,Daltonganj H.O,24.0475,84.0611,Palamau,Jharkhand,unknown
822102,Daltonganj Collage,23.997,84.1036,Palamau,Jharkhand,unknown
822110,Semra,24.0084,83.9948,Palamau,Jharkhand,unknown
822111,Huttar Coliewary,23.7588,84.1075,Latehar,Jharkhand,unknown
822112,Makri,24.386,83.5559,Garhwa,Jharkhand,unknown
822113,Pachmo,24.0679,84.1931,Palamau,Jharkhand,unknown
822114,Kalyanpur,24.101,83.6993,Garhwa,Jharkhand,unknown
822115,Karimandih,24.4566,83.9307,Palamau,Jharkhand,unknown
822116,Kusha,24.5143,84.3119,Palamau,Jharkhand,unknown
822117,Japla C F,24.2141,84.049,Palamau,Jharkhand,unknown
822118,Manjhigaon,24.3948,83.5011,Garhwa,Jharkhand,unknown
822119,Hami,23.7178,84.4432,Latehar,Jharkhand,unknown
822120,Morway,24.2024,84.1674,Palamau,Jharkhand,unknown
822121,Chitbishraen,24.2024,84.1674,Palamau,Jharkhand,unknown
822122,Ambabar,24.0437,84.5175,Palamau,Jharkhand,unknown
822123,Palhe Khurd,24.1402,84.1061,Palamau,Jharkhand,unknown
822124,Belchampa,24.2028,83.8727,Garhwa,Jharkhand,unknown
822125,Ramkanda,23.8639,83.8848,Garhwa,Jharkhand,unknown
822126,Barwaiya,24.07,84.4631,Palamau,Jharkhand,unknown
822128,Ramna (Garhwa),24.2353,83.6094,Garhwa,Jharkhand,unknown
822129,Bhawnathpur TownShip,24.1144,83.9694,Garhwa,Jharkhand,unknown
822131,Halka,24.5238,84.2516,Palamau,Jharkhand,unknown
822132,Gharatia,24.101,83.6993,Garhwa,Jharkhand,unknown
822133,Latdag,24.1961,83.6569,Garhwa,Jharkhand,unknown
822134,Bardiha,24.3754,83.7352,Garhwa,Jharkhand,unknown
823001,Chand Chourah,24.6991,84.936,Gaya,Bihar,unknown
823002,Bairagi,24.6991,84.936,Gaya,Bihar,unknown
823003,Bithosarif,24.9619,85.2963,Gaya,Bihar,unknown
823004,Bagadaha,24.7399,84.9115,Gaya,Bihar,unknown
823005,Asc Centre(N) Gaya,25.0146,85.1076,Gaya,Bihar,unknown
823311,Ayer,24.6991,84.936,Gaya,Bihar,unknown
824101,Aurangabad (BH) H.O,24.7656,84.3868,Aurangabad(BH),Bihar,unknown
824102,Riyasat Pawai,24.6987,84.2681,Aurangabad(BH),Bihar,unknown
824103,War,24.7307,84.52,Aurangabad(BH),Bihar,unknown
824111,Parta,24.5805,84.299,Aurangabad(BH),Bihar,unknown
824112,Siris,24.8342,84.2792,Aurangabad(BH),Bihar,unknown
824113,Khairadip,24.991,84.5646,Aurangabad(BH),Bihar,unknown
824114,Barpa,24.9591,84.5614,Aurangabad(BH),Bihar,unknown
824115,Koilwan,24.7929,84.4122,Aurangabad(BH),Bihar,unknown
824116,Anti,24.7929,84.4122,Aurangabad(BH),Bihar,unknown
824118,Daboor,24.7944,84.747,Gaya,Bihar,unknown
824120,Dumra,25.0549,84.5756,Aurangabad(BH),Bihar,unknown
824121,Dewaria Kala,25.0421,84.3754,Aurangabad(BH),Bihar,unknown
824122,Barahi,24.8693,84.5069,Aurangabad(BH),Bihar,unknown
824123,Turta,24.6348,84.1899,Aurangabad(BH),Bihar,unknown
824124,Obra (Aurangabad(BH)),24.9491,84.4504,Aurangabad(BH),Bihar,unknown
824125,Simla,24.7476,84.6574,Aurangabad(BH),Bihar,unknown
824127,Belaon,24.7929,84.4122,Aurangabad(BH),Bihar,unknown
824129,Dihuri Ekauni,24.7929,84.4122,Aurangabad(BH),Bihar,unknown
824143,Agnoor,25.1076,84.4704,Aurangabad(BH),Bihar,unknown
824201,Bumuar,24.5265,84.9962,Gaya,Bihar,unknown
824202,Sargawan,24.6263,84.3933,Aurangabad(BH),Bihar,unknown
824203,Uphara,24.7929,84.4122,Aurangabad(BH),Bihar,unknown
824205,Sahuberma,24.6991,84.936,Gaya,Bihar,unknown
824206,Imamganj,24.4545,84.5869,Gaya,Bihar,unknown
824207,Siyadih,24.7929,84.4122,Aurangabad(BH),Bihar,unknown
824208,Salaiya,24.7019,84.6117,Aurangabad(BH),Bihar,unknown
824209,Maranchi,24.839,84.8382,Gaya,Bihar,unknown
824210,Nagwan Pathra,24.6557,84.6364,Gaya,Bihar,unknown
824211,Srirampur,24.6991,84.936,Gaya,Bihar,unknown
824217,Anjan,24.5004,84.6809,Gaya,Bihar,unknown
824219,Phulwaria Baheri,24.6435,84.6667,Gaya,Bihar,unknown
824220,Kurmama,24.5116,84.9081,Gaya,Bihar,unknown
824221,Bodhi Bigha,24.6991,84.936,Gaya,Bihar,unknown
824231,Bhalua,24.6936,84.954,Gaya,Bihar,unknown
824232,Bhare,24.6493,85.2443,Gaya,Bihar,unknown
824233,Chiraili,24.9503,84.8302,Gaya,Bihar,unknown
824234,Zindapur,24.6991,84.936,Gaya,Bihar,unknown
824235,Sanda,24.6991,84.936,Gaya,Bihar,unknown
824236,Bara,24.9913,84.8529,Gaya,Bihar,unknown
824237,Kurmawan,24.7086,84.8834,Gaya,Bihar,unknown
824301,Nabinagar,24.6068,84.1262,Aurangabad(BH),Bihar,unknown
824302,Tandwa (Aurangabad(BH)),24.7929,84.4122,Aurangabad(BH),Bihar,unknown
824303,Bairia,24.724,84.1967,Aurangabad(BH),Bihar,unknown
825101,Soso,23.561,85.5914,Ramgarh,Jharkhand,unknown
825102,Dhori,23.7806,85.9734,Bokaro,Jharkhand,unknown
825103,Bagra,24.0385,84.8673,Chatra,Jharkhand,unknown
825106,Chino,24.0202,86.0004,Giridh,Jharkhand,unknown
825108,Chhachhando,24.0358,86.1105,Giridh,Jharkhand,unknown
825109,Sudan,24.2479,85.7941,Koderma,Jharkhand,unknown
825132,Pasnaur,24.7135,85.8251,Koderma,Jharkhand,unknown
825167,Nagri,24.241,86.1012,Giridh,Jharkhand,unknown
825301,Distt. Board,24.0078,85.2567,Hazaribag,Jharkhand,unknown
825302,Nawada,24.0398,85.2757,Hazaribag,Jharkhand,unknown
825303,Chandwar,23.9403,85.4435,Hazaribag,Jharkhand,unknown
825311,Kandaber,23.9015,85.1663,Hazaribag,Jharkhand,unknown
825312,Govindpur Kala,23.9949,85.738,Hazaribag,Jharkhand,unknown
825313,Partanga,23.9627,85.5735,Hazaribag,Jharkhand,unknown
825314,Banji,23.8051,85.557,Ramgarh,Jharkhand,unknown
825315,Kuruknalo,23.6915,85.988,Bokaro,Jharkhand,unknown
825316,Kuju,23.7254,85.5102,Ramgarh,Jharkhand,unknown
825317,Jagarnath Dham,24.0332,85.4957,Hazaribag,Jharkhand,unknown
825318,Chopnadih,24.3512,85.7683,Koderma,Jharkhand,unknown
825319,Sahpur,24.0454,85.3035,Hazaribag,Jharkhand,unknown
825320,Bagodih,24.2029,85.9376,Giridh,Jharkhand,unknown
825321,Pachra,23.9174,85.0238,Chatra,Jharkhand,unknown
825322,Bagodar,24.0776,85.8324,Giridh,Jharkhand,unknown
825323,Chuglamo,24.2745,85.6259,Koderma,Jharkhand,unknown
825324,Saranda,24.2161,85.9836,Giridh,Jharkhand,unknown
825325,Kedla,23.6307,85.5606,Ramgarh,Jharkhand,unknown
825326,Tapin,23.6307,85.5606,Ramgarh,Jharkhand,unknown
825329,Shikherjee,24.2964,86.1103,Giridh,Jharkhand,unknown
825330,Chainpur,23.7271,85.6046,Ramgarh,Jharkhand,unknown
825336,Charhi,23.8242,85.4327,Hazaribag,Jharkhand,unknown
825401,Tikar,24.1651,84.9119,Chatra,Jharkhand,unknown
825402,Bhusai,24.0685,85.4126,Hazaribag,Jharkhand,unknown
825403,Bihiasarhachiya,24.3561,84.8423,Chatra,Jharkhand,unknown
825404,Kaura,24.3102,84.5141,Chatra,Jharkhand,unknown
825405,Jhurjhuri,23.99,85.4132,Hazaribag,Jharkhand,unknown
825406,Basaria,23.99,85.4132,Hazaribag,Jharkhand,unknown
825407,Masnodih,24.493,85.7287,Koderma,Jharkhand,unknown
825408,Navadih Damol,24.2946,85.1837,Chatra,Jharkhand,unknown
825409,Jhumari Telaiya Bazar,24.4123,85.4581,Koderma,Jharkhand,unknown
825410,Pathaldiha,24.4058,85.6225,Koderma,Jharkhand,unknown
825411,Surajpura,24.0709,85.2584,Hazaribag,Jharkhand,unknown
825412,Hemrodih,24.3484,85.9286,Giridh,Jharkhand,unknown
825413,Gurio,24.3688,85.775,Koderma,Jharkhand,unknown
825414,Hunterganj,24.4336,84.8145,Chatra,Jharkhand,unknown
825418,Kubri,24.437,85.5956,Koderma,Jharkhand,unknown
825421,Koderma Thermal Power Station,24.437,85.5956,Koderma,Jharkhand,unknown
826001,Housing Colony,23.8293,86.4719,Dhanbad,Jharkhand,unknown
826003,Jagjivan Nagar,23.8293,86.4719,Dhanbad,Jharkhand,unknown
826004,Murradih,23.8293,86.4719,Dhanbad,Jharkhand,unknown
826005,BCCl Township,23.8293,86.4719,Dhanbad,Jharkhand,unknown
826006,Rajganj,23.8293,86.4719,Dhanbad,Jharkhand,unknown
826007,Centralized Delivery Office,23.8293,86.4719,Dhanbad,Jharkhand,unknown
826009,K.K.Polytechnic,23.8293,86.4719,Dhanbad,Jharkhand,unknown
827001,Bokaro Steel City H.O,23.6915,85.988,Bokaro,Jharkhand,unknown
827003,Sector- III,23.6915,85.988,Bokaro,Jharkhand,unknown
827004,Sector- IV,23.6915,85.988,Bokaro,Jharkhand,unknown
827006,Sector-VI,23.6915,85.988,Bokaro,Jharkhand,unknown
827009,Baidmara,23.6915,85.988,Bokaro,Jharkhand,unknown
827010,B.S.City R.S.,23.6915,85.988,Bokaro,Jharkhand,unknown
827012,Marafari Colony,23.709,86.1468,Bokaro,Jharkhand,unknown
827013,Adrakuri,23.4972,85.852,Bokaro,Jharkhand,unknown
827014,Balidih,23.6915,85.988,Bokaro,Jharkhand,unknown
827015,Chira Chas,23.709,86.1468,Bokaro,Jharkhand,unknown
827302,Bhaski,24.0233,86.3737,Dhanbad,Jharkhand,unknown
828101,Bansjora,23.7943,86.3359,Dhanbad,Jharkhand,unknown
828103,Bhelatand,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828104,Bowakalan,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828105,Shramik Nagar,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828106,Dhansar,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828107,Domgarh,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828108,Fri,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828109,Bagsuma,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828110,Jealgora,23.7,86.4167,Dhanbad,Jharkhand,unknown
828111,Jharia Manbad,23.8807,86.2614,Dhanbad,Jharkhand,unknown
828112,Jamadoba,23.7167,86.4,Dhanbad,Jharkhand,unknown
828113,Roam,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828114,Matari,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828115,Khasjeena Gora,23.7283,86.4336,Dhanbad,Jharkhand,unknown
828116,Bara Putki,23.7697,86.3821,Dhanbad,Jharkhand,unknown
828117,Burragarh,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828119,Patherdih,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828120,Motinagar (Dhanbad),24.0055,86.406,Dhanbad,Jharkhand,unknown
828121,Bhadrichak,23.7762,86.3303,Dhanbad,Jharkhand,unknown
828122,Saharpura,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828123,S.I.T.,24.0055,86.406,Dhanbad,Jharkhand,unknown
828124,A.C.C. Colony,24.0055,86.406,Dhanbad,Jharkhand,unknown
828125,Sonardih,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828126,Sudamdih,24.0055,86.406,Dhanbad,Jharkhand,unknown
828127,Saraidhela,24.0055,86.406,Dhanbad,Jharkhand,unknown
828128,Tundoo,23.7912,86.2567,Dhanbad,Jharkhand,unknown
828129,Lalpur,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828130,B.Polytechnic,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828131,Kujama,23.8624,86.2808,Dhanbad,Jharkhand,unknown
828132,Patherdih Coal Washery,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828133,Bhulan Bararee,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828134,Kusumkiary,23.6915,85.988,Bokaro,Jharkhand,unknown
828135,Chasnalla,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828142,Ludharia,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828201,Palani,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828202,Dumarkunda,23.715,86.7935,Dhanbad,Jharkhand,unknown
828203,Rajpura,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828204,Kesarkural,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828205,Madanpur,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828206,Panchet Dam,23.8284,86.3806,Dhanbad,Jharkhand,unknown
828207,Maithon Dam,23.8284,86.3806,Dhanbad,Jharkhand,unknown
828301,Bhaga,23.9659,86.2422,Dhanbad,Jharkhand,unknown
828302,Bhowra,23.7167,86.4,Dhanbad,Jharkhand,unknown
828303,Jogidih,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828304,Rampur,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828305,Mohuda,23.9659,86.2422,Dhanbad,Jharkhand,unknown
828306,Pochari,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828307,Khanoodih,23.9659,86.2422,Dhanbad,Jharkhand,unknown
828309,Jitpur,23.7333,86.4,Dhanbad,Jharkhand,unknown
828401,Bhendra,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828402,Singhdih,23.8293,86.4719,Dhanbad,Jharkhand,unknown
828403,Taranga,23.6915,85.988,Bokaro,Jharkhand,unknown
828404,Dugdha Coal washery,23.6915,85.988,Bokaro,Jharkhand,unknown
829101,Hesalong,23.6917,85.4203,Hazaribag,Jharkhand,unknown
829102,Barkakana,23.6212,85.4675,Ramgarh,Jharkhand,unknown
829103,Chaingada,23.8799,85.5634,Ramgarh,Jharkhand,unknown
829104,Amlo,23.6915,85.988,Bokaro,Jharkhand,unknown
829105,Pali,23.6072,85.3902,Ramgarh,Jharkhand,unknown
829106,Deoria Bargaon,23.8799,85.5634,Ramgarh,Jharkhand,unknown
829107,Narayanpur,23.6915,85.988,Bokaro,Jharkhand,unknown
829108,Giddi A,23.8799,85.5634,Ramgarh,Jharkhand,unknown
829109,Dari,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829110,Sangrampur,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829111,Hossir,23.78,85.8276,Bokaro,Jharkhand,unknown
829112,Barkipunu,23.6915,85.988,Bokaro,Jharkhand,unknown
829113,Khetko,23.7554,85.9122,Bokaro,Jharkhand,unknown
829114,Jaridih Bazar,23.7566,85.9556,Bokaro,Jharkhand,unknown
829116,Kathara,23.6915,85.988,Bokaro,Jharkhand,unknown
829117,Kander,23.5907,85.5012,Ramgarh,Jharkhand,unknown
829118,Patratu Diesel Colony ND,23.6657,85.2924,Ramgarh,Jharkhand,unknown
829119,Palani,23.99,85.4132,Hazaribag,Jharkhand,unknown
829121,Chargi,23.598,85.8249,Bokaro,Jharkhand,unknown
829122,Ramgarh Cantt H.O,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829123,Ulgada,23.7345,85.876,Bokaro,Jharkhand,unknown
829124,Religarha,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829125,Sayal,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829126,Sounda C,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829127,Bedkaro,23.7041,85.7588,Bokaro,Jharkhand,unknown
829128,Swang Colliery,23.7835,85.8543,Bokaro,Jharkhand,unknown
829129,Tenughat Dam,23.7041,85.7588,Bokaro,Jharkhand,unknown
829130,Prc,23.6861,85.5704,Ramgarh,Jharkhand,unknown
829131,Src,23.6861,85.5704,Ramgarh,Jharkhand,unknown
829132,Bhandaridah,23.6915,85.988,Bokaro,Jharkhand,unknown
829133,Sounda D,23.6861,85.5704,Ramgarh,Jharkhand,unknown
829134,Mahuatand,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829135,Bhurkunda,23.6575,85.3519,Ramgarh,Jharkhand,unknown
829143,Balkudra,23.6473,85.316,Ramgarh,Jharkhand,unknown
829144,Pichari,23.6915,85.988,Bokaro,Jharkhand,unknown
829149,T.T.P.S.Lalpania,23.6915,85.988,Bokaro,Jharkhand,unknown
829150,Sikani,23.6307,85.5606,Ramgarh,Jharkhand,unknown
829201,Bandu,23.8754,83.635,Garhwa,Jharkhand,unknown
829202,Sibla,24.2024,84.1674,Palamau,Jharkhand,unknown
829203,Kamta,23.6901,84.7413,Latehar,Jharkhand,unknown
829204,Chungru,23.7586,84.2575,Latehar,Jharkhand,unknown
829205,Khalari,23.6506,85.0074,Ranchi,Jharkhand,unknown
829206,Jalim,23.8069,84.5858,Latehar,Jharkhand,unknown
829207,Latehar Rsso,23.6929,84.4819,Latehar,Jharkhand,unknown
829208,Mc. Cluskiganj,23.6484,84.948,Ranchi,Jharkhand,unknown
829209,Ray,23.6843,85.0546,Ranchi,Jharkhand,unknown
829210,Dakra Colliery,23.3313,85.3708,Ranchi,Jharkhand,unknown
829301,Pathuria,23.6915,85.988,Bokaro,Jharkhand,unknown
831001,Sakchi,22.808,86.2029,East Singhbhum,Jharkhand,unknown
831002,Bagbera,22.7595,86.1905,East Singhbhum,Jharkhand,unknown
831003,Golmuri,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831004,Chhota Govindpur,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831005,Kadma,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831006,Jugsalai,22.7767,86.1835,East Singhbhum,Jharkhand,unknown
831007,N M L,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831009,Agrico,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831010,Telco G.M Office,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831011,Sonari (East Singhbhum),22.8206,86.172,East Singhbhum,Jharkhand,unknown
831012,Bhilaipahari,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831013,Adityapur,22.8449,85.9516,Seraikela-kharsawan,Jharkhand,unknown
831014,N.I.T,22.8449,85.9516,Seraikela-kharsawan,Jharkhand,unknown
831015,Gobindpur Housing Colony,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831016,Rahargora,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831017,Baridih Colony,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831018,M.G.M Medical College,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831019,Birsanagar,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831020,Pardih,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
831021,Nodal Delivery Office (Jamshedpur),22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832101,Matihana,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832102,Bhatin,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832103,Moubhandar,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832104,Kantasole,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832105,Bangurda,22.9644,86.4092,East Singhbhum,Jharkhand,unknown
832106,Matigora,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832107,Gitilata,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832108,Dugdha,22.9233,85.9792,Seraikela-kharsawan,Jharkhand,unknown
832109,Adityapur Industrial Area,22.8449,85.9516,Seraikela-kharsawan,Jharkhand,unknown
832110,Azadnagar,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832111,Narwa Mines,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832112,Chhota Bangurda,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832113,Hata Chowk,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832301,Rupuskundi,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832302,Dhalbhumgarh,22.5075,86.5559,East Singhbhum,Jharkhand,unknown
832303,Asna,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832304,Barakurshi,22.5826,86.4527,East Singhbhum,Jharkhand,unknown
832401,Nimdih,22.9909,86.1452,Seraikela-kharsawan,Jharkhand,unknown
832402,Hudu,22.8517,86.0519,Seraikela-kharsawan,Jharkhand,unknown
832403,Soro,23.1135,85.8862,Seraikela-kharsawan,Jharkhand,unknown
832404,Urmal,22.9685,85.8806,Seraikela-kharsawan,Jharkhand,unknown
833101,Galudih,22.7566,85.7114,West Singhbhum,Jharkhand,unknown
833102,Kera,22.7414,85.5622,West Singhbhum,Jharkhand,unknown
833103,Bila,22.5032,85.4519,West Singhbhum,Jharkhand,unknown
833104,Binju,22.4147,85.1844,West Singhbhum,Jharkhand,unknown
